event_date,country_id,network_id,client_id,value_usd
20/01/2022,1,60,174,141.1839957
20/01/2022,1,60,189,5.213
20/01/2022,1,60,219,3.406000137
20/01/2022,17,10,97,2
20/01/2022,17,60,71,1.609999955
20/01/2022,109,10,71,0.300000012
20/01/2022,109,10,73,0.579999983
20/01/2022,109,10,97,0.460000008
20/01/2022,109,10,104,6.559999943
20/01/2022,109,10,121,0.319999993
20/01/2022,109,10,174,0.479999989
20/01/2022,109,10,189,1.650000021
20/01/2022,109,60,94,0.459999993
20/01/2022,109,60,95,0.200000003
20/01/2022,109,60,97,2.871999979
20/01/2022,109,60,121,3.695000052
20/01/2022,109,60,174,18.74700087
20/01/2022,109,60,184,4.203000024
20/01/2022,109,60,189,0.145999998
20/01/2022,109,60,219,0.100000001
20/01/2022,213,60,184,3.998000085
20/01/2022,213,60,219,2.016000062
21/01/2022,1,10,71,6.239999771
21/01/2022,1,10,94,204.6400042
21/01/2022,1,10,104,0.800000012
21/01/2022,1,10,189,68.3999989
21/01/2022,1,60,71,12.90099955
21/01/2022,1,60,73,0.540000021
21/01/2022,1,60,94,107.8810019
21/01/2022,1,60,95,1.5
21/01/2022,1,60,97,3.268000126
21/01/2022,1,60,104,25.80299962
21/01/2022,1,60,121,305.7780025
21/01/2022,1,60,154,0.698000014
21/01/2022,1,60,174,148.3539951
21/01/2022,1,60,184,3.373000056
21/01/2022,1,60,189,24.20499998
21/01/2022,17,10,71,0.860000014
21/01/2022,17,10,174,2
21/01/2022,109,10,71,1.200000048
21/01/2022,109,10,73,1.159999967
21/01/2022,109,10,104,5.329999954
21/01/2022,109,10,189,0.800000012
21/01/2022,109,60,73,0.100000001
21/01/2022,109,60,97,1.076999992
21/01/2022,109,60,121,3.235000044
21/01/2022,109,60,174,20.52700097
21/01/2022,109,60,184,7.745999977
21/01/2022,109,60,189,0.145999998
21/01/2022,109,60,219,0.300000004
21/01/2022,213,60,184,1.144000053
21/01/2022,213,60,219,4.12900012
22/01/2022,1,10,71,4.679999828
22/01/2022,1,10,94,307.2400064
22/01/2022,1,10,95,1
22/01/2022,1,10,189,68.69999886
22/01/2022,1,60,73,1.620000064
22/01/2022,1,60,94,155.8550031
22/01/2022,1,60,95,3
22/01/2022,1,60,97,1.372000039
22/01/2022,1,60,104,38.21299946
22/01/2022,1,60,121,338.6560028
22/01/2022,1,60,174,252.0009912
22/01/2022,1,60,184,0.577000007
22/01/2022,1,60,189,9.510999978
22/01/2022,1,60,219,0.730000019
22/01/2022,17,10,71,0.860000014
22/01/2022,17,10,73,0.540000021
22/01/2022,109,10,71,1.800000072
22/01/2022,109,10,73,2.609999925
22/01/2022,109,10,97,0.230000004
